estudiante,num,Clave,Profesor,tiempoOffClass,materiaDificil,profesorDificil,acreditada
estu_0108,5822,IIM230196,CHAVEZ MONTELONGO REYNA PATRICIA,1,1,0,1
estu_0108,5823,IIM241296,GARCIA RAMIREZ LUZ ELENA,1,1,0,0
estu_0108,5824,IIM340396,RIOSVELASCO MONROY GEORGINA,0,0,1,1
estu_0108,5825,IEC320896,ROSALES MORALES NOE RAMON,1,0,0,1
estu_0108,5826,IEC361196,GONZALEZ CAMPOS JOSE SAUL,1,1,0,1
estu_0108,5827,IEC981400,ENRIQUEZ AGUILERA FRANCISCO JAVIER,1,0,1,0
estu_0108,5828,IEC982000,PARRA DEL ANGEL JULIAN,0,0,0,0
estu_0108,5829,IEC983100,RODRIGUEZ PICON LUIS ALBERTO,0,1,0,1
estu_0108,5830,IEC985515,RIVAS FLORES CESAR ALONSO,0,0,0,1
estu_0108,5831,IEC992020,HERNANDEZ RIVAS ADRIAN,0,1,0,1
estu_0108,5832,IEC992120,SANTOS BERUMEN LUIS ALBERTO,0,0,1,1
estu_0109,5833,CBE100296,BARRANDEY ADRIAN DAVID,0,0,1,0
estu_0109,5834,CBE100396,HERNANDEZ MINJARES CINTHYA MELISSA,0,0,0,1
estu_0109,5835,CBE100496,GODOY MENDOZA JOAQUIN,1,0,0,1
estu_0109,5836,CBE100696,LOPEZ MAGALLANES ENRIQUE ALBERTO,0,1,1,0
estu_0109,5837,CBE100796,GARDEA MEDRANO DAVID FRANCISCO,0,0,0,1
estu_0109,5838,CBE100896,POLANCO GONZALEZ JAVIER,0,1,1,1
estu_0109,5839,CBE120196,MURILLO ALVA MIGUEL ANGEL,0,1,1,0
estu_0109,5840,CBE120296,MURILLO ALVA MIGUEL ANGEL,1,1,1,1
estu_0109,5841,CBE120396,LOPEZ GALAN OSCAR ALBERTO,0,0,1,1
estu_0109,5842,CBE122396,CASTRO RODRIGUEZ MARIA GUADALUPE,0,0,1,0
estu_0109,5843,CBE150196,LOPEZ DIAZ DE LEON CARLOS,0,0,0,1
estu_0109,5844,HUM215600,OLMOS SANCHEZ KARLA MIROSLAVA Teams Lunes,1,1,0,0
estu_0109,5845,HUM215700,RIVAS FLORES CESAR ALONSO,0,1,0,0
estu_0109,5846,HUM215800,GUILLEN ANAYA LUIS GONZALO,1,0,0,1
estu_0109,5847,HUM993614,ZAMARRON CARRASCO REBECA,0,1,0,1
estu_0109,5848,HUM993714,"ROBLEDO PORTILLO IVONNE HAYDEE Do - Campus Virtual, Ju -",0,0,0,1
estu_0109,5849,HUM993814,AGUILERA GONZALEZ JESUS EDUARDO,0,0,0,1
estu_0109,5850,IEC110796,DOMINGUEZ GUERRERO JOSUE,0,0,0,1
estu_0109,5851,IEC130196,FLORES CAMACHO ITZEL ADRIANA,0,0,1,1
estu_0109,5852,IEC210896,OLMOS SANCHEZ KARLA MIROSLAVA,1,0,0,1
estu_0109,5853,IEC220196,SANTIAGO RAMIREZ EVERARDO,1,0,0,1
estu_0109,5854,IEC224309,MIRELES JR. GARCIA JOSE,0,0,0,1
estu_0109,5855,IEC230296,GUTIERREZ CASAS EFREN DAVID Campus Virtual,1,0,0,1
estu_0109,5856,IEC240196,MENDOZA CARREON ALEJANDRA,1,1,1,0
estu_0109,5857,IEC260196,MEZA PRIETO ELIZABETH,0,1,0,1
estu_0109,5858,IEC320796,SANTOS BERUMEN LUIS ALBERTO,0,0,1,1
estu_0109,5859,IEC340296,CASTILLO LUNA EDUARDO,0,0,0,1
estu_0109,5860,IEC361096,ACOSTA GUADARRAMA JUAN CARLOS,1,0,0,1
estu_0109,5861,IEC361296,ROSALES MORALES NOE RAMON,0,0,0,1
estu_0109,5862,IEC980800,ACOSTA FAVELA JOSE ALFREDO,1,0,0,1
estu_0109,5863,IEC980900,"ROBLEDO PORTILLO IVONNE HAYDEE Do - Campus Virtual, Ju -",1,1,0,1
estu_0109,5864,IEC981200,CASTRO VASQUEZ ARNULFO,0,0,1,1
estu_0109,5865,IEC981300,BRITO HOLGUIN HUGO JAVIER,1,1,0,0
estu_0109,5866,IEC981900,ROSALES MORALES NOE RAMON,1,0,0,0
estu_0109,5867,IEC986316,MONTOYA MOYA DAVID Teams Martes,0,1,1,1
estu_0109,5868,IEC986416,GONZALEZ CAMPOS JOSE SAUL,0,0,1,1
estu_0109,5869,IEC986516,BRETADO RETANA JOSE HERIBERTO,0,1,0,0
estu_0109,5870,IEC986616,CRUZ SANCHEZ VIANEY GUADALUPE,0,1,0,1
estu_0109,5871,IEC986716,BRETADO RETANA JOSE HERIBERTO,1,1,1,0
estu_0109,5872,IEC986816,CRUZ SANCHEZ VIANEY GUADALUPE,1,0,0,1
estu_0109,5873,IEC986916,GUZMAN SANABRIA ADRIAN,1,1,0,0
estu_0109,5874,IEC989117,DOMINGUEZ GUERRERO JOSUE Teams Lunes,1,0,0,1
estu_0109,5875,IEC989217,HERNANDEZ HERNANDEZ JESUS ISRAEL Teams Lunes,1,1,1,0
estu_0109,5876,IIM230196,OCHOA ORTIZ CARLOS ALBERTO,1,0,1,1
estu_0109,5877,IIM241296,SALAS MARTINEZ ANTONIO,0,0,1,1
estu_0109,5878,IIM340396,RIOS RODRIGUEZ RODRIGO,0,0,0,1
estu_0109,5879,IEC320896,ROSALES MORALES NOE RAMON,1,0,0,1
estu_0109,5880,IEC361196,GONZALEZ CAMPOS JOSE SAUL,0,1,0,0
estu_0109,5881,IEC981400,PEREZ VENZOR JORGE ARTURO Teams Lunes,0,1,1,0
estu_0109,5882,IEC982000,FLORES RUIZ SAUL,1,1,0,0
estu_0109,5883,IEC983100,LOPEZ RUVALCABA CARLOS,1,0,1,1
estu_0109,5884,IEC985515,RIVAS FLORES CESAR ALONSO,0,0,1,1
estu_0109,5885,IEC992020,HERNANDEZ RIVAS ADRIAN,0,0,0,1
estu_0109,5886,IEC992120,SANTOS BERUMEN LUIS ALBERTO,0,0,0,1
estu_0110,5887,CBE100296,BARRANDEY ADRIAN DAVID,1,1,0,1
estu_0110,5888,CBE100396,LOPEZ RUVALCABA CARLOS,0,0,0,1
estu_0110,5889,CBE100496,RODRIGUEZ RAMIREZ MIGUEL GONZALO,1,1,0,0
estu_0110,5890,CBE100696,ROYVAL BUSTILLOS LIDIA JULIETA,1,1,0,0
estu_0110,5891,CBE100796,GASPAR DE ALBA DIEGUEZ ARCELIA GUILLERMINA FERNANDA,1,0,0,1
estu_0110,5892,CBE100896,LLANAS RODRIGUEZ PAVEL GERARDO,1,0,0,0
estu_0110,5893,CBE120196,PEREZ BLANCO RICARDO ENRIQUE,0,0,1,0
estu_0110,5894,CBE120296,MARQUEZ GARCIA SAMANTHA JAQUELINE,1,0,0,1
estu_0110,5895,CBE120396,BARRANDEY ADRIAN DAVID,0,0,0,1
estu_0110,5896,CBE122396,RASCON BELTRAN BLANCA ESTELA,0,0,0,1
estu_0110,5897,CBE150196,HERNANDEZ GONZALEZ MARYEL EUNICE,0,1,0,1
estu_0110,5898,HUM215600,GALARZA REYNA PRISCILA ESTHER,0,0,0,1
estu_0110,5899,HUM215700,DUARTE DIAZ RICARDO,1,0,1,0
estu_0110,5900,HUM215800,POLANCO GONZALEZ JAVIER,1,1,1,0
estu_0110,5901,HUM993614,CHAVEZ VILLA SILVIA,0,1,0,1
estu_0110,5902,HUM993714,FLORES RUIZ SAUL,0,0,0,1
estu_0110,5903,HUM993814,SIFUENTES DE LA HOYA ERNESTO,0,1,0,1
estu_0110,5904,IEC110796,CASTRO VASQUEZ ARNULFO,0,0,1,1
estu_0110,5905,IEC130196,GOMEZ FRANCO MARIBEL,1,0,0,0
estu_0110,5906,IEC210896,PARROQUIN AMAYA PATRICIA CRISTINA,0,0,0,0
estu_0110,5907,IEC220196,ARELLANO FLORES JORGE ISAAC Teams Martes,0,0,1,0
estu_0110,5908,IEC224309,MIRELES JR. GARCIA JOSE,0,0,1,1
estu_0110,5909,IEC230296,GUTIERREZ CASAS EFREN DAVID Campus Virtual,0,1,0,0
estu_0110,5910,IEC240196,CASTILLO LUNA EDUARDO,1,0,1,0
estu_0110,5911,IEC260196,MEZA PRIETO ELIZABETH,1,0,1,1
estu_0110,5912,IEC320796,SANTOS BERUMEN LUIS ALBERTO,0,0,0,0
estu_0110,5913,IEC340296,CASTILLO LUNA EDUARDO,0,0,1,1
estu_0110,5914,IEC361096,ACOSTA GUADARRAMA JUAN CARLOS,1,0,0,1
estu_0110,5915,IEC361296,ROSALES MORALES NOE RAMON,0,0,0,1
estu_0110,5916,IEC980800,BRITO HOLGUIN HUGO JAVIER,1,1,0,1
estu_0110,5917,IEC980900,ACOSTA FAVELA JOSE ALFREDO,0,1,1,1
estu_0110,5918,IEC981200,CASTRO VASQUEZ ARNULFO,0,1,0,1
estu_0110,5919,IEC981300,BRITO HOLGUIN HUGO JAVIER,1,0,1,0
estu_0110,5920,IEC981900,ROSALES MORALES NOE RAMON,0,1,0,0
estu_0110,5921,IEC986316,MONTOYA MOYA DAVID Teams Martes,0,1,1,1
estu_0110,5922,IEC986416,GONZALEZ CAMPOS JOSE SAUL,0,1,0,1
estu_0110,5923,IEC986516,"OLMOS SANCHEZ KARLA MIROSLAVA SÃ¡ - Campus Virtual, Vi -",1,0,0,0
estu_0110,5924,IEC986616,PARROQUIN AMAYA PATRICIA CRISTINA,0,0,0,1
estu_0110,5925,IEC986716,OCHOA DOMINGUEZ HUMBERTO DE JESUS,0,0,0,1
estu_0110,5926,IEC986816,BRITO HOLGUIN HUGO JAVIER,0,1,1,0
estu_0110,5927,IEC986916,GUZMAN SANABRIA ADRIAN,0,1,1,1
estu_0110,5928,IEC989117,DOMINGUEZ GUERRERO JOSUE Teams Lunes,1,1,1,0
estu_0110,5929,IEC989217,HERNANDEZ HERNANDEZ JESUS ISRAEL Teams Lunes,0,1,0,1
estu_0110,5930,IIM230196,RAMOS NEGRETE JORGE JAVIER,1,0,1,1
estu_0110,5931,IIM241296,GANDARA FERNANDEZ MARIA GUADALUPE,1,0,1,1
estu_0110,5932,IIM340396,RIOS RODRIGUEZ RODRIGO,0,1,0,1
estu_0110,5933,IEC320896,ROSALES MORALES NOE RAMON,0,1,0,1
estu_0110,5934,IEC361196,GONZALEZ CAMPOS JOSE SAUL,0,1,0,1
estu_0110,5935,IEC981400,LUJAN MALDONADO SERGIO,0,0,0,1
estu_0110,5936,IEC982000,GANDARA FERNANDEZ MARIA GUADALUPE,1,0,0,1
estu_0110,5937,IEC983100,ROMO MEZA JESUS ROBERTO,0,0,0,1
estu_0110,5938,IEC985515,RIVAS FLORES CESAR ALONSO,1,1,0,0
estu_0110,5939,IEC992020,HERNANDEZ RIVAS ADRIAN,0,0,0,1
estu_0110,5940,IEC992120,SANTOS BERUMEN LUIS ALBERTO,1,0,0,1
estu_0111,5941,CBE100296,RODRIGUEZ MARRUFO LUIS,0,1,1,0
estu_0111,5942,CBE100396,LOPEZ RUVALCABA CARLOS,1,0,0,0
estu_0111,5943,CBE100496,RAMIREZ SANDOVAL OSIEL,0,1,1,0
estu_0111,5944,CBE100696,LOPEZ MAGALLANES ENRIQUE ALBERTO,1,1,0,0
estu_0111,5945,CBE100796,OLVERA LOPEZ SONIA AZENETH,1,0,0,1
estu_0111,5946,CBE100896,ESTRADA ROJAS PORFIRIO,0,0,0,1
estu_0111,5947,CBE120196,RUIZ ORTEGA GABRIELA ALEJANDRA,0,1,0,0
estu_0111,5948,CBE120296,MORALES JAQUEZ SONIA ARLYN,0,0,0,1
estu_0111,5949,CBE120396,REYNA ALVARADO JORGE,1,0,0,1
estu_0111,5950,CBE122396,GARCIA JAUREGUI MARISELA,0,1,0,1
estu_0111,5951,CBE150196,HERRERA ROBLES JOEL OBED,0,0,0,1
estu_0111,5952,HUM215600,RASCON BELTRAN BLANCA ESTELA,1,0,1,0
estu_0111,5953,HUM215700,LARA PEREZ EUNICE SARAI,1,1,0,0
estu_0111,5954,HUM215800,RAMIREZ ESPINOZA CARLOS FELIPE,0,0,0,0
estu_0111,5955,HUM993614,"HERNANDEZ GARCIA YAZMIN GUADALUPE Do - Campus Virtual, Vi -",0,0,0,1
estu_0111,5956,HUM993714,ENRIQUEZ AGUILERA FRANCISCO JAVIER,0,0,1,1
estu_0111,5957,HUM993814,ESPARZA SANCHEZ ERNESTOR,0,1,1,1
estu_0111,5958,IEC110796,PALACIOS DIAZ FERNANDO,0,0,0,1
estu_0111,5959,IEC130196,CANALES VALDIVIEZO ISMAEL,1,1,1,0
estu_0111,5960,IEC210896,GONZALEZ CAMPOS JOSE SAUL,1,0,1,1
estu_0111,5961,IEC220196,CASTRO VASQUEZ ARNULFO,0,0,1,0
estu_0111,5962,IEC224309,MIRELES JR. GARCIA JOSE,0,1,0,1
estu_0111,5963,IEC230296,GUTIERREZ CASAS EFREN DAVID Campus Virtual,0,0,0,1
estu_0111,5964,IEC240196,CASTILLO LUNA EDUARDO,1,0,0,0
estu_0111,5965,IEC260196,MEZA PRIETO ELIZABETH,0,0,0,0
estu_0111,5966,IEC320796,SANTOS BERUMEN LUIS ALBERTO,0,1,0,0
estu_0111,5967,IEC340296,CASTILLO LUNA EDUARDO,0,0,0,0
estu_0111,5968,IEC361096,GONZALEZ CAMPOS JOSE SAUL,0,0,0,1
estu_0111,5969,IEC361296,ROSALES MORALES NOE RAMON,1,0,0,1
estu_0111,5970,IEC980800,BRITO HOLGUIN HUGO JAVIER,0,0,0,1
estu_0111,5971,IEC980900,ESTRADA SALDAÃA JOSE FERNANDO,0,1,0,0
estu_0111,5972,IEC981200,ARELLANO FLORES JORGE ISAAC Teams Lunes,0,1,0,0
estu_0111,5973,IEC981300,BRITO HOLGUIN HUGO JAVIER,0,0,0,1
estu_0111,5974,IEC981900,ROSALES MORALES NOE RAMON,0,0,1,0
estu_0111,5975,IEC986316,MONTOYA MOYA DAVID Teams Martes,1,1,1,0
estu_0111,5976,IEC986416,GONZALEZ CAMPOS JOSE SAUL,1,0,0,1
estu_0111,5977,IEC986516,"OLMOS SANCHEZ KARLA MIROSLAVA SÃ¡ - Campus Virtual, Vi -",1,1,0,0
estu_0111,5978,IEC986616,PADILLA FRANCO JAVITT HIGMAR NAHITT,0,0,0,1
estu_0111,5979,IEC986716,OCHOA DOMINGUEZ HUMBERTO DE JESUS,0,0,0,1
estu_0111,5980,IEC986816,BRITO HOLGUIN HUGO JAVIER,0,0,0,1
estu_0111,5981,IEC986916,GUZMAN SANABRIA ADRIAN,1,1,0,1
estu_0111,5982,IEC989117,DOMINGUEZ GUERRERO JOSUE Teams Lunes,0,1,0,1
estu_0111,5983,IEC989217,RIVERA ZARATE GILBERTO Teams Jueves,0,1,1,0
estu_0111,5984,IIM230196,RAMOS NEGRETE JORGE JAVIER,0,0,0,1
estu_0111,5985,IIM241296,GANDARA FERNANDEZ MARIA GUADALUPE,0,1,1,1
estu_0111,5986,IIM340396,RIOS RODRIGUEZ RODRIGO,0,0,1,1
estu_0111,5987,IEC320896,ROSALES MORALES NOE RAMON,0,1,0,1
estu_0111,5988,IEC361196,GONZALEZ CAMPOS JOSE SAUL,0,0,1,1
estu_0111,5989,IEC981400,HERRERA ROBLES JOEL OBED,1,0,0,0
estu_0111,5990,IEC982000,"ACOSTA FAVELA JOSE ALFREDO Ju - , Ma -",1,1,0,0
estu_0111,5991,IEC983100,SERRATO PEÃALOZA KARLA ARGELIA,1,0,1,1
estu_0111,5992,IEC985515,RIVAS FLORES CESAR ALONSO,0,1,1,1
estu_0111,5993,IEC992020,HERNANDEZ RIVAS ADRIAN,0,1,1,1
estu_0111,5994,IEC992120,SANTOS BERUMEN LUIS ALBERTO,0,1,0,0
estu_0112,5995,CBE100296,HERNANDEZ GONZALEZ MARYEL EUNICE,0,1,1,0
estu_0112,5996,CBE100396,LLANAS RODRIGUEZ PAVEL GERARDO,1,0,0,1
estu_0112,5997,CBE100496,TORRES SAENZ IVONNE,1,0,1,1
estu_0112,5998,CBE100696,ROYVAL BUSTILLOS LIDIA JULIETA,0,0,0,1
estu_0112,5999,CBE100796,OLIVARES RODRIGUEZ RICARDO,0,0,0,1
estu_0112,6000,CBE100896,GALLARDO AGUILAR ROCIO ELENA,1,1,0,1
estu_0112,6001,CBE120196,OLMOS ZAMARRIPA EMMA EDITH,0,1,0,1
estu_0112,6002,CBE120296,MURILLO ALVA MIGUEL ANGEL,1,0,1,1
estu_0112,6003,CBE120396,ESTRADA ROJAS PORFIRIO,0,0,0,1
estu_0112,6004,CBE122396,CASTRO RODRIGUEZ MARIA GUADALUPE,1,0,1,1
estu_0112,6005,CBE150196,LOPEZ DINO JORGE LORENZO,0,0,0,1
estu_0112,6006,HUM215600,VALENZUELA VILLELA KAREN SOFIA,1,1,0,1
estu_0112,6007,HUM215700,HERNANDEZ RIVAS ADRIAN,1,0,0,0
estu_0112,6008,HUM215800,ZALAPA GARIBAY MANUELA ALEJANDRA,0,0,0,1
estu_0112,6009,HUM993614,BOBADILLA RAMOS CHRISTIAN,1,0,0,1
estu_0112,6010,HUM993714,PEREZ RODRIGUEZ PEDRO,1,0,1,0
estu_0112,6011,HUM993814,HOLGUIN DE LA CRUZ JAVIER Teams Martes,1,0,0,0
estu_0112,6012,IEC110796,SANTIAGO RAMIREZ EVERARDO Campus Virtual,1,1,1,0
estu_0112,6013,IEC130196,CANALES VALDIVIEZO ISMAEL,1,1,1,1
estu_0112,6014,IEC210896,OLMOS SANCHEZ KARLA MIROSLAVA,1,1,1,0
estu_0112,6015,IEC220196,SANTIAGO RAMIREZ EVERARDO,0,0,1,1
estu_0112,6016,IEC224309,MIRELES JR. GARCIA JOSE,1,0,1,0
estu_0112,6017,IEC230296,LUJAN MALDONADO SERGIO,1,0,0,1
estu_0112,6018,IEC240196,CASTILLO LUNA EDUARDO,1,0,0,1
estu_0112,6019,IEC260196,MEZA PRIETO ELIZABETH,0,1,1,1
estu_0112,6020,IEC320796,SANTOS BERUMEN LUIS ALBERTO,0,0,1,1
estu_0112,6021,IEC340296,CASTILLO LUNA EDUARDO,0,0,0,1
estu_0112,6022,IEC361096,ACOSTA GUADARRAMA JUAN CARLOS,1,0,0,1
estu_0112,6023,IEC361296,ROSALES MORALES NOE RAMON,1,0,1,1
estu_0112,6024,IEC980800,BRITO HOLGUIN HUGO JAVIER,0,0,0,1
estu_0112,6025,IEC980900,MENDOZA CARREON ALEJANDRA Ma -,0,0,0,1
estu_0112,6026,IEC981200,CASTRO VASQUEZ ARNULFO,1,0,0,1
estu_0112,6027,IEC981300,BRITO HOLGUIN HUGO JAVIER,1,0,1,0
estu_0112,6028,IEC981900,ROSALES MORALES NOE RAMON,1,1,0,1
estu_0112,6029,IEC986316,MONTOYA MOYA DAVID Teams Lunes,0,1,0,1
estu_0112,6030,IEC986416,GONZALEZ CAMPOS JOSE SAUL,1,1,1,0
estu_0112,6031,IEC986516,BRETADO RETANA JOSE HERIBERTO,0,0,1,0
estu_0112,6032,IEC986616,CRUZ SANCHEZ VIANEY GUADALUPE,0,0,0,1
estu_0112,6033,IEC986716,BRETADO RETANA JOSE HERIBERTO,1,1,0,0
estu_0112,6034,IEC986816,CRUZ SANCHEZ VIANEY GUADALUPE,1,1,1,0
estu_0112,6035,IEC986916,GUZMAN SANABRIA ADRIAN,0,1,0,1
estu_0112,6036,IEC989117,DOMINGUEZ GUERRERO JOSUE Teams Lunes,0,1,0,0
estu_0112,6037,IEC989217,RIVERA ZARATE GILBERTO Teams Jueves,0,1,0,1
estu_0112,6038,IIM230196,RODRIGUEZ BORBON MANUEL IVAN,0,1,1,0
estu_0112,6039,IIM241296,GARCIA RAMIREZ LUZ ELENA,0,0,1,1
estu_0112,6040,IIM340396,RODRIGUEZ HERNANDEZ FRANCISCO,1,1,0,1
estu_0112,6041,IEC320896,ROSALES MORALES NOE RAMON,0,1,0,1
estu_0112,6042,IEC361196,GONZALEZ CAMPOS JOSE SAUL,0,1,0,1
estu_0112,6043,IEC981400,URUCHURTU MORENO DAVID ABSALON,1,1,1,0
estu_0112,6044,IEC982000,RODRIGUEZ PICON LUIS ALBERTO,0,0,0,1
estu_0112,6045,IEC983100,GOMEZ SALAZAR JULIO CESAR,0,0,0,1
estu_0112,6046,IEC985515,RIVAS FLORES CESAR ALONSO,1,0,0,1
estu_0112,6047,IEC992020,HERNANDEZ RIVAS ADRIAN,1,0,0,1
estu_0112,6048,IEC992120,SANTOS BERUMEN LUIS ALBERTO,1,0,1,0
estu_0113,6049,CBE100296,BARRANDEY ADRIAN DAVID,0,0,1,1
estu_0113,6050,CBE100396,CHAVEZ VILLA SILVIA,0,0,1,1
estu_0113,6051,CBE100496,GALLARDO AGUILAR ROCIO ELENA,1,1,0,1
estu_0113,6052,CBE100696,RASCON BELTRAN BLANCA ESTELA,0,1,1,1
estu_0113,6053,CBE100796,MORA DE LA CRUZ DANIEL,1,0,0,1
estu_0113,6054,CBE100896,GASPAR DE ALBA DIEGUEZ ARCELIA GUILLERMINA FERNANDA,0,0,1,0
estu_0113,6055,CBE120196,OLMOS ZAMARRIPA EMMA EDITH,0,0,0,1
estu_0113,6056,CBE120296,MORALES JAQUEZ SONIA ARLYN,0,0,0,1
estu_0113,6057,CBE120396,RAMOS MURILLO MANUEL ANTONIO,1,1,0,1
estu_0113,6058,CBE122396,FLORES GARCIA SERGIO,0,1,0,1
estu_0113,6059,CBE150196,HERNANDEZ ARRATIA BERENICE CRISTINA,0,1,0,1
estu_0113,6060,HUM215600,ESTRADA SALDAÃA JOSE FERNANDO,0,0,0,1
estu_0113,6061,HUM215700,BRIONES PEREZ ANDRES,1,0,0,1
estu_0113,6062,HUM215800,RUIZ ORTEGA GABRIELA ALEJANDRA,0,1,1,0
estu_0113,6063,HUM993614,AVILA ALVAREZ FRANCISCO,0,1,0,1
estu_0113,6064,HUM993714,PEREZ RODRIGUEZ PEDRO,1,0,0,1
estu_0113,6065,HUM993814,MONTOYA MOYA DAVID Teams Martes,1,1,0,0
estu_0113,6066,IEC110796,CASTRO VASQUEZ ARNULFO,0,0,1,1
estu_0113,6067,IEC130196,FLORES CAMACHO ITZEL ADRIANA,1,0,0,1
estu_0113,6068,IEC210896,PARROQUIN AMAYA PATRICIA CRISTINA,0,1,0,1
estu_0113,6069,IEC220196,SANTIAGO RAMIREZ EVERARDO,0,0,0,1
estu_0113,6070,IEC224309,LOYA CARAVEO HECTOR MANUEL,1,1,1,0
estu_0113,6071,IEC230296,GUTIERREZ CASAS EFREN DAVID Campus Virtual,0,0,0,1
estu_0113,6072,IEC240196,MENDOZA CARREON ALEJANDRA,1,0,0,1
estu_0113,6073,IEC260196,MEZA PRIETO ELIZABETH,0,0,1,1
estu_0113,6074,IEC320796,SANTOS BERUMEN LUIS ALBERTO,1,0,1,1
estu_0113,6075,IEC340296,CASTILLO LUNA EDUARDO,0,0,0,1
estu_0113,6076,IEC361096,ACOSTA GUADARRAMA JUAN CARLOS,1,0,1,1
estu_0113,6077,IEC361296,ROSALES MORALES NOE RAMON,0,1,0,1
estu_0113,6078,IEC980800,SANTOS BERUMEN LUIS ALBERTO,0,1,0,0
estu_0113,6079,IEC980900,URUCHURTU MORENO DAVID ABSALON,0,0,0,1
estu_0113,6080,IEC981200,ARELLANO FLORES JORGE ISAAC Teams Lunes,1,0,0,1
estu_0113,6081,IEC981300,BRITO HOLGUIN HUGO JAVIER,1,0,1,1
estu_0113,6082,IEC981900,ROSALES MORALES NOE RAMON,0,1,0,1
estu_0113,6083,IEC986316,MONTOYA MOYA DAVID Teams Martes,1,0,0,0
estu_0113,6084,IEC986416,GONZALEZ CAMPOS JOSE SAUL,1,1,0,1
estu_0113,6085,IEC986516,"OLMOS SANCHEZ KARLA MIROSLAVA SÃ¡ - Campus Virtual, Vi -",0,1,0,1
estu_0113,6086,IEC986616,PARROQUIN AMAYA PATRICIA CRISTINA,0,0,0,1
estu_0113,6087,IEC986716,OCHOA DOMINGUEZ HUMBERTO DE JESUS,0,1,1,0
estu_0113,6088,IEC986816,CRUZ SANCHEZ VIANEY GUADALUPE,0,0,0,1
estu_0113,6089,IEC986916,MORALES ROCHA VICTOR MANUEL Campus Virtual,0,1,0,1
estu_0113,6090,IEC989117,RODAS OSOLLO JORGE ENRIQUE Teams Lunes,0,0,1,1
estu_0113,6091,IEC989217,HERNANDEZ HERNANDEZ JESUS ISRAEL Teams Lunes,0,0,0,1
estu_0113,6092,IIM230196,RAMOS NEGRETE JORGE JAVIER,0,1,0,0
estu_0113,6093,IIM241296,GANDARA FERNANDEZ MARIA GUADALUPE,1,1,0,1
estu_0113,6094,IIM340396,RIOS RODRIGUEZ RODRIGO,0,1,0,0
estu_0113,6095,IEC320896,ROSALES MORALES NOE RAMON,1,0,0,1
estu_0113,6096,IEC361196,GONZALEZ CAMPOS JOSE SAUL,0,1,0,0
estu_0113,6097,IEC981400,JIMENEZ GONZALEZ FERNANDO CORNELIO,0,0,1,1
estu_0113,6098,IEC982000,MEJIA MUÃOZ JOSE MANUEL Campus Virtual,1,1,0,0
estu_0113,6099,IEC983100,FLORES CAMACHO ITZEL ADRIANA,0,1,0,1
estu_0113,6100,IEC985515,RIVAS FLORES CESAR ALONSO,1,0,1,1
estu_0113,6101,IEC992020,HERNANDEZ RIVAS ADRIAN,0,1,0,1
estu_0113,6102,IEC992120,SANTOS BERUMEN LUIS ALBERTO,0,0,1,1
estu_0114,6103,CBE100296,MUÃIZ VALLES ILEANA,1,0,1,0
estu_0114,6104,CBE100396,DELGADO MEDINA ALFONSO,0,0,0,1
estu_0114,6105,CBE100496,LOPEZ RUVALCABA CARLOS,1,1,0,1
estu_0114,6106,CBE100696,RASCON BELTRAN BLANCA ESTELA,1,0,0,1
estu_0114,6107,CBE100796,GASPAR DE ALBA DIEGUEZ ARCELIA GUILLERMINA FERNANDA,0,0,0,1
estu_0114,6108,CBE100896,CALVO HERNANDEZ SALVADOR JESUS,1,0,0,1
estu_0114,6109,CBE120196,RUIZ ORTEGA GABRIELA ALEJANDRA,0,0,0,1
estu_0114,6110,CBE120296,LARA PEREZ EUNICE SARAI,0,1,0,1
estu_0114,6111,CBE120396,VAZQUEZ ZUBIATE LIZETH,1,1,0,0
estu_0114,6112,CBE122396,JIMENEZ NAVA VICTOR HUGO,0,0,0,1
estu_0114,6113,CBE150196,HERNANDEZ ARRATIA BERENICE CRISTINA,1,1,1,0
estu_0114,6114,HUM215600,SILLER OROZCO GABRIEL ISAAC,0,0,0,1
estu_0114,6115,HUM215700,MENDEZ GONZALEZ LUIS CARLOS,0,1,0,1
estu_0114,6116,HUM215800,SALAS MARTINEZ ANTONIO,1,1,1,1
estu_0114,6117,HUM993614,RODRIGUEZ RAMIREZ ALMA GUADALUPE,0,1,1,0
estu_0114,6118,HUM993714,ZALAPA GARIBAY MANUELA ALEJANDRA,0,1,0,0
estu_0114,6119,HUM993814,VALDEZ SAENZ LORENZA CARMEN,1,1,1,0
estu_0114,6120,IEC110796,PALACIOS DIAZ FERNANDO,0,0,0,1
estu_0114,6121,IEC130196,FLORES CAMACHO ITZEL ADRIANA,1,1,0,0
estu_0114,6122,IEC210896,GONZALEZ CAMPOS JOSE SAUL,0,0,1,1
estu_0114,6123,IEC220196,ARELLANO FLORES JORGE ISAAC Teams Martes,1,1,0,1
estu_0114,6124,IEC224309,MIRELES JR. GARCIA JOSE,0,1,1,1
estu_0114,6125,IEC230296,LUJAN MALDONADO SERGIO,0,0,0,1
estu_0114,6126,IEC240196,CASTILLO LUNA EDUARDO,0,1,1,0
estu_0114,6127,IEC260196,MEZA PRIETO ELIZABETH,1,0,1,1
estu_0114,6128,IEC320796,SANTOS BERUMEN LUIS ALBERTO,0,1,0,1
estu_0114,6129,IEC340296,CASTILLO LUNA EDUARDO,0,1,0,1
estu_0114,6130,IEC361096,ACOSTA GUADARRAMA JUAN CARLOS,0,1,0,1
